video_id,published_at,channel,topic,company_id,company,title,views,likes,comments,watch_time_minutes,country,sentiment_score,trend_score,funding_estimate_musd,hiring_activity_index,hashtags,popularity_growth_pct,volatility_metric,ai_summary,risk_indicator,innovation_score,adoption_score,source_reference
YT-800035,2025-01-14T15:00:00,The AI Breakdown,AI Agents,CMP-015,Windsurf,AI Agents market update: what Windsurf says about 2026 demand,25987,1211,117,52685,Germany,0.489,53.42,17.82,44.37,#aiagents|#AI|#DE,0.01,8.52,"Windsurf teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.65,68.63,https://youtube.example.com/watch?v=800035
YT-800036,2025-01-14T12:00:00,Machine Learning Street Talk,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,48742,3633,425,96464,United Arab Emirates,0.209,53.4,18.85,28.8,#aiagents|#AI|#AE,4.95,9.65,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,96.2,69.05,https://youtube.example.com/watch?v=800036
YT-800037,2025-01-14T02:00:00,Machine Learning Street Talk,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,38690,1712,234,80875,United Arab Emirates,0.081,53.4,19.99,50.9,#aiagents|#AI|#AE,4.95,9.65,"Analysts note that ai agents usage patterns on Jan 14, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,96.2,69.05,https://youtube.example.com/watch?v=800037
YT-800038,2025-01-15T23:00:00,Fireship,AI Agents,CMP-015,Windsurf,AI Agents market update: what Windsurf says about 2026 demand,79673,4976,1020,165776,United States,0.297,63.16,10.13,23.15,#aiagents|#AI|#US,2.55,6.87,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.9,68.21,https://youtube.example.com/watch?v=800038
YT-800039,2025-01-15T20:00:00,MLOps Weekly,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,46234,3532,409,76357,United States,0.427,63.16,38.2,35.52,#aiagents|#AI|#US,2.55,6.87,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.9,68.21,https://youtube.example.com/watch?v=800039
YT-800040,2025-01-15T11:00:00,MLOps Weekly,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,32531,1280,159,60632,Singapore,-0.131,65.05,5.42,43.93,#aiagents|#AI|#SG,9.86,11.52,"Analysts note that ai agents usage patterns on Jan 15, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,98.63,70.7,https://youtube.example.com/watch?v=800040
YT-800041,2025-01-15T19:00:00,MLOps Weekly,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,85515,6442,1276,202289,Singapore,-0.054,65.05,18.23,27.33,#aiagents|#AI|#SG,9.86,11.52,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,98.63,70.7,https://youtube.example.com/watch?v=800041
YT-800042,2025-01-15T18:00:00,The AI Breakdown,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,89263,6854,1003,231904,United Arab Emirates,0.604,57.08,18.29,34.79,#aiagents|#AI|#AE,6.89,9.05,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.36,67.52,https://youtube.example.com/watch?v=800042
YT-800043,2025-01-15T22:00:00,Two Minute Papers,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,20034,1227,160,28672,United Arab Emirates,0.107,57.08,10.18,48.07,#aiagents|#AI|#AE,6.89,9.05,"Analysts note that ai agents usage patterns on Jan 15, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.36,67.52,https://youtube.example.com/watch?v=800043
YT-800044,2025-01-16T16:00:00,The AI Breakdown,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,152147,4280,794,265428,India,0.438,56.18,17.48,42.18,#aiagents|#AI|#IN,-2.88,7.63,"Analysts note that ai agents usage patterns on Jan 16, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,88.78,67.15,https://youtube.example.com/watch?v=800044
YT-800045,2025-01-16T20:00:00,Machine Learning Street Talk,AI Agents,CMP-001,OpenAI,AI Agents market update: what OpenAI says about 2026 demand,83905,5843,1020,121072,India,0.386,56.18,11.46,36.09,#aiagents|#AI|#IN,-2.88,7.63,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,88.78,67.15,https://youtube.example.com/watch?v=800045
YT-800046,2025-01-16T05:00:00,Machine Learning Street Talk,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,31440,2232,374,67506,United Arab Emirates,-0.08,56.24,11.51,42.53,#aiagents|#AI|#AE,-1.47,7.23,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,91.81,63.72,https://youtube.example.com/watch?v=800046
YT-800047,2025-01-16T13:00:00,The AI Breakdown,AI Agents,CMP-015,Windsurf,AI Agents market update: what Windsurf says about 2026 demand,72641,6034,698,110407,United Arab Emirates,0.076,56.24,27.98,29.03,#aiagents|#AI|#AE,-1.47,7.23,"Analysts note that ai agents usage patterns on Jan 16, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,91.81,63.72,https://youtube.example.com/watch?v=800047
YT-800048,2025-01-17T23:00:00,MLOps Weekly,AI Agents,CMP-002,Anthropic,AI Agents market update: what Anthropic says about 2026 demand,149908,12795,1660,347079,Singapore,0.253,62.77,27.97,31.98,#aiagents|#AI|#SG,-0.81,7.57,"Analysts note that ai agents usage patterns on Jan 17, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,96.68,64.79,https://youtube.example.com/watch?v=800048
YT-800049,2025-01-17T10:00:00,Machine Learning Street Talk,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,17024,722,131,21898,Singapore,0.065,62.77,18.14,28.76,#aiagents|#AI|#SG,-0.81,7.57,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,96.68,64.79,https://youtube.example.com/watch?v=800049
YT-800050,2025-01-18T18:00:00,Fireship,AI Agents,CMP-015,Windsurf,AI Agents market update: what Windsurf says about 2026 demand,43716,1289,253,77959,China,0.397,57.56,24.07,29.58,#aiagents|#AI|#CN,2.59,7.27,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,97.08,55.5,https://youtube.example.com/watch?v=800050
YT-800051,2025-01-18T20:00:00,The AI Breakdown,AI Agents,CMP-014,Replit,AI Agents market update: what Replit says about 2026 demand,140276,6432,1099,120432,China,0.243,57.56,20.7,42.75,#aiagents|#AI|#CN,2.59,7.27,"Analysts note that ai agents usage patterns on Jan 18, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,97.08,55.5,https://youtube.example.com/watch?v=800051
YT-800052,2025-01-19T01:00:00,Cloud Native Bytes,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,43565,2978,392,59294,India,0.517,57.74,32.74,37.14,#aiagents|#AI|#IN,4.21,7.9,"Analysts note that ai agents usage patterns on Jan 19, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,97.27,74.32,https://youtube.example.com/watch?v=800052
YT-800053,2025-01-19T00:00:00,Two Minute Papers,AI Agents,CMP-031,AgentForge,AI Agents market update: what AgentForge says about 2026 demand,33497,2733,468,44019,India,0.252,57.74,30.58,42.06,#aiagents|#AI|#IN,4.21,7.9,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,97.27,74.32,https://youtube.example.com/watch?v=800053
YT-800054,2025-01-20T06:00:00,Machine Learning Street Talk,AI Agents,CMP-013,Cursor,AI Agents market update: what Cursor says about 2026 demand,120027,3584,544,143028,Germany,0.369,62.15,12.75,41.03,#aiagents|#AI|#DE,11.65,12.61,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.61,69.09,https://youtube.example.com/watch?v=800054
YT-800055,2025-01-20T10:00:00,MLOps Weekly,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,72231,5647,890,87127,Germany,0.404,62.15,23.36,37.55,#aiagents|#AI|#DE,11.65,12.61,"LangChain teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.61,69.09,https://youtube.example.com/watch?v=800055
YT-800056,2025-01-20T17:00:00,Two Minute Papers,AI Agents,CMP-031,AgentForge,AI Agents market update: what AgentForge says about 2026 demand,48294,1278,212,120110,Germany,0.403,62.15,18.91,26.89,#aiagents|#AI|#DE,11.65,12.61,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.61,69.09,https://youtube.example.com/watch?v=800056
YT-800057,2025-01-20T23:00:00,MLOps Weekly,AI Agents,CMP-028,LangChain,AI Agents market update: what LangChain says about 2026 demand,193904,8960,899,409985,Germany,0.484,62.15,31.23,31.93,#aiagents|#AI|#DE,11.65,12.61,"Analysts note that ai agents usage patterns on Jan 20, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.61,69.09,https://youtube.example.com/watch?v=800057
YT-800058,2025-01-20T06:00:00,MLOps Weekly,AI Agents,CMP-009,Scale AI,AI Agents market update: what Scale AI says about 2026 demand,53648,4353,830,47197,Japan,0.293,61.15,31.07,40.11,#aiagents|#AI|#JP,1.17,8.51,"Analysts note that ai agents usage patterns on Jan 20, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.29,71.43,https://youtube.example.com/watch?v=800058
YT-800059,2025-01-20T07:00:00,Cloud Native Bytes,AI Agents,CMP-015,Windsurf,AI Agents market update: what Windsurf says about 2026 demand,88536,7724,652,117800,Japan,0.367,61.15,23.6,36.09,#aiagents|#AI|#JP,1.17,8.51,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.29,71.43,https://youtube.example.com/watch?v=800059
