funding_event_id,announced_at,company_id,company,country,region,tech_category,round_type,amount_musd,valuation_musd,lead_investor,sentiment_score,trend_score,estimated_hiring_impact_pct,risk_indicator,innovation_score,adoption_score,source_reference
FND-900048,2025-01-24T00:00:00,CMP-008,Perplexity,United States,North America,AI Agents,Growth Round,111.67,1074.84,Sequoia,0.4,53.69,2.0,low,94.56,65.81,https://funding.example.com/900048
FND-900049,2025-05-28T00:00:00,CMP-008,Perplexity,United States,North America,LLM,Growth Round,143.2,2107.46,Coatue,0.258,65.67,2.54,low,91.35,66.98,https://funding.example.com/900049
FND-900050,2025-07-18T00:00:00,CMP-008,Perplexity,United States,North America,AI Agents,Growth Round,177.08,1590.0,General Catalyst,0.419,59.76,3.53,low,92.08,66.2,https://funding.example.com/900050
FND-900051,2025-08-19T00:00:00,CMP-008,Perplexity,United States,North America,Enterprise AI,Growth Round,347.41,8139.8,Lightspeed,0.204,51.0,3.32,low,81.71,76.54,https://funding.example.com/900051
FND-900052,2025-09-26T00:00:00,CMP-008,Perplexity,United States,North America,LLM,Growth Round,228.33,4548.54,Corporate VC,0.171,68.88,3.75,low,93.26,76.57,https://funding.example.com/900052
FND-900053,2026-02-18T00:00:00,CMP-008,Perplexity,United States,North America,LLM,Tender Offer,215.95,5181.21,Corporate VC,0.086,59.48,2.83,low,87.98,68.99,https://funding.example.com/900053
FND-900054,2025-01-11T00:00:00,CMP-009,Scale AI,United States,North America,AI Agents,Growth Round,119.2,2034.41,SoftBank,0.4,58.31,2.0,low,94.4,65.38,https://funding.example.com/900054
FND-900055,2025-04-19T00:00:00,CMP-009,Scale AI,United States,North America,AI Agents,Growth Round,350.0,3066.45,SoftBank,0.182,52.07,4.11,low,98.15,67.37,https://funding.example.com/900055
FND-900056,2025-08-10T00:00:00,CMP-009,Scale AI,United States,North America,AI Agents,Tender Offer,90.45,2191.35,Sequoia,0.052,55.52,2.0,low,90.46,68.67,https://funding.example.com/900056
FND-900057,2025-08-28T00:00:00,CMP-009,Scale AI,United States,North America,Enterprise AI,Tender Offer,172.15,1728.11,General Catalyst,0.308,59.24,2.49,low,79.27,82.03,https://funding.example.com/900057
FND-900058,2025-11-04T00:00:00,CMP-009,Scale AI,United States,North America,AI Agents,Strategic Round,197.69,3016.85,Coatue,0.223,52.37,3.62,low,87.51,67.81,https://funding.example.com/900058
FND-900059,2025-12-05T00:00:00,CMP-009,Scale AI,United States,North America,AI Agents,Strategic Round,292.35,7833.53,Sequoia,0.383,53.62,5.5,low,87.91,67.88,https://funding.example.com/900059
FND-900060,2026-04-11T00:00:00,CMP-009,Scale AI,United States,North America,AI Agents,Strategic Round,80.0,1119.74,Lightspeed,0.253,66.87,2.0,low,94.49,64.5,https://funding.example.com/900060
FND-900061,2025-06-01T00:00:00,CMP-010,Databricks,United States,North America,Enterprise AI,Strategic Round,156.65,3993.09,Lightspeed,0.249,58.91,2.0,low,86.85,83.56,https://funding.example.com/900061
FND-900062,2025-06-19T00:00:00,CMP-010,Databricks,United States,North America,Data Engineering,Growth Round,204.01,1933.4,Sequoia,0.055,45.56,3.84,low,76.49,81.23,https://funding.example.com/900062
FND-900063,2025-08-08T00:00:00,CMP-010,Databricks,United States,North America,Data Engineering,Growth Round,170.48,1244.09,Sequoia,0.063,43.64,2.1,low,78.62,81.5,https://funding.example.com/900063
FND-900064,2025-11-08T00:00:00,CMP-010,Databricks,United States,North America,Enterprise AI,Growth Round,203.27,3530.34,Accel,0.182,50.77,2.0,low,87.3,76.38,https://funding.example.com/900064
FND-900065,2026-02-01T00:00:00,CMP-010,Databricks,United States,North America,Data Engineering,Tender Offer,219.13,4638.38,Corporate VC,-0.122,38.36,4.09,low,83.5,79.69,https://funding.example.com/900065
FND-900066,2026-02-14T00:00:00,CMP-010,Databricks,United States,North America,Enterprise AI,Strategic Round,350.0,7584.25,Sequoia,0.538,59.25,4.22,low,83.15,74.53,https://funding.example.com/900066
FND-900067,2026-03-12T00:00:00,CMP-010,Databricks,United States,North America,Enterprise AI,Strategic Round,103.35,1356.97,SoftBank,0.193,54.16,2.0,low,85.76,84.72,https://funding.example.com/900067
FND-900068,2025-01-05T00:00:00,CMP-011,Snowflake,United States,North America,Cloud Computing,Strategic Investment,257.21,2152.97,Coatue,-0.056,44.16,3.56,low,79.23,82.97,https://funding.example.com/900068
FND-900069,2025-04-29T00:00:00,CMP-011,Snowflake,United States,North America,Data Engineering,Follow-on Offering,394.41,8628.46,Corporate VC,0.087,47.91,5.53,low,75.94,77.32,https://funding.example.com/900069
FND-900070,2025-05-20T00:00:00,CMP-011,Snowflake,United States,North America,Data Engineering,Capex Program,600.08,4893.78,Accel,0.153,48.47,8.88,low,69.32,81.57,https://funding.example.com/900070
FND-900071,2025-06-01T00:00:00,CMP-011,Snowflake,United States,North America,Data Engineering,Follow-on Offering,353.54,4378.02,Coatue,0.114,49.19,3.24,low,74.51,80.85,https://funding.example.com/900071
FND-900072,2025-10-19T00:00:00,CMP-011,Snowflake,United States,North America,Cloud Computing,Follow-on Offering,535.61,13901.75,SoftBank,0.33,56.53,5.28,low,71.28,82.82,https://funding.example.com/900072
FND-900073,2025-11-13T00:00:00,CMP-011,Snowflake,United States,North America,Cloud Computing,Follow-on Offering,800.0,20995.94,Coatue,0.269,44.59,11.38,low,71.94,85.08,https://funding.example.com/900073
FND-900074,2026-02-07T00:00:00,CMP-011,Snowflake,United States,North America,Cloud Computing,Capex Program,494.26,9263.83,Sequoia,0.13,46.37,5.53,low,67.74,85.99,https://funding.example.com/900074
FND-900075,2026-03-03T00:00:00,CMP-011,Snowflake,United States,North America,Cloud Computing,Follow-on Offering,546.01,3853.89,General Catalyst,-0.006,48.88,5.19,low,70.82,76.59,https://funding.example.com/900075
FND-900076,2026-04-18T00:00:00,CMP-011,Snowflake,United States,North America,SaaS,Follow-on Offering,175.6,2986.9,Sequoia,0.124,32.35,2.0,low,63.49,80.32,https://funding.example.com/900076
FND-900077,2026-04-19T00:00:00,CMP-011,Snowflake,United States,North America,Enterprise AI,Strategic Investment,498.45,9302.68,Coatue,0.397,62.83,6.75,low,82.33,89.71,https://funding.example.com/900077
FND-900078,2025-04-01T00:00:00,CMP-012,AWS,United States,North America,Enterprise AI,Capex Allocation,625.05,11573.01,Accel,0.148,61.42,5.26,low,79.85,81.52,https://funding.example.com/900078
FND-900079,2025-05-09T00:00:00,CMP-012,AWS,United States,North America,Enterprise AI,Internal Investment,193.62,3865.93,General Catalyst,0.032,56.35,2.3,low,85.53,81.83,https://funding.example.com/900079
FND-900080,2025-05-12T00:00:00,CMP-012,AWS,United States,North America,Data Engineering,Internal Investment,564.89,6225.72,Sequoia,0.177,46.37,4.08,low,73.05,80.58,https://funding.example.com/900080
FND-900081,2025-07-03T00:00:00,CMP-012,AWS,United States,North America,Cloud Computing,Capex Allocation,546.18,6809.63,Sequoia,0.167,51.67,2.69,low,76.11,88.14,https://funding.example.com/900081
FND-900082,2025-12-07T00:00:00,CMP-012,AWS,United States,North America,Enterprise AI,Internal Investment,424.92,10562.17,SoftBank,0.25,48.2,4.01,low,87.84,77.02,https://funding.example.com/900082
FND-900083,2025-03-13T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Growth Round,278.62,6919.41,Sequoia,0.35,57.78,2.87,low,96.2,70.87,https://funding.example.com/900083
FND-900084,2025-03-17T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Growth Round,350.0,9230.63,Coatue,0.306,59.43,6.7,low,89.81,70.59,https://funding.example.com/900084
FND-900085,2025-03-24T00:00:00,CMP-013,Cursor,United States,North America,Developer Tools,Growth Round,190.15,2103.99,General Catalyst,0.34,45.12,3.3,low,83.35,75.99,https://funding.example.com/900085
FND-900086,2025-07-01T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Tender Offer,167.66,2007.75,Sequoia,0.197,64.09,2.03,low,91.73,68.56,https://funding.example.com/900086
FND-900087,2025-12-18T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Growth Round,232.49,2460.85,General Catalyst,0.3,58.06,5.08,low,91.78,64.07,https://funding.example.com/900087
FND-900088,2025-12-20T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Growth Round,80.0,1129.11,SoftBank,0.401,56.6,2.0,low,95.87,63.8,https://funding.example.com/900088
FND-900089,2026-02-10T00:00:00,CMP-013,Cursor,United States,North America,AI Agents,Strategic Round,182.63,2017.81,SoftBank,0.155,46.88,2.06,low,89.15,68.06,https://funding.example.com/900089
FND-900090,2025-01-05T00:00:00,CMP-014,Replit,United States,North America,Automation,Tender Offer,113.44,1811.76,Sequoia,0.29,34.18,2.0,low,78.68,70.91,https://funding.example.com/900090
FND-900091,2025-01-08T00:00:00,CMP-014,Replit,United States,North America,Automation,Growth Round,159.64,2872.53,Accel,0.032,27.59,2.0,low,73.78,71.1,https://funding.example.com/900091
FND-900092,2025-05-23T00:00:00,CMP-014,Replit,United States,North America,AI Agents,Growth Round,140.68,2995.38,Sequoia,0.405,54.79,3.08,low,88.57,73.0,https://funding.example.com/900092
FND-900093,2025-07-15T00:00:00,CMP-014,Replit,United States,North America,AI Agents,Growth Round,338.84,2443.26,Coatue,0.18,53.63,5.26,low,86.59,72.02,https://funding.example.com/900093
FND-900094,2025-07-24T00:00:00,CMP-014,Replit,United States,North America,Developer Tools,Growth Round,294.61,8121.02,Corporate VC,0.254,48.14,4.05,low,83.73,79.23,https://funding.example.com/900094
FND-900095,2025-08-04T00:00:00,CMP-014,Replit,United States,North America,AI Agents,Growth Round,202.44,3798.75,General Catalyst,0.132,56.24,3.69,low,83.79,71.05,https://funding.example.com/900095
FND-900096,2025-09-25T00:00:00,CMP-014,Replit,United States,North America,AI Agents,Strategic Round,151.92,3487.65,Coatue,0.058,56.26,2.29,low,95.51,68.5,https://funding.example.com/900096
FND-900097,2025-01-03T00:00:00,CMP-015,Windsurf,United States,North America,Automation,Growth Round,234.41,5537.52,Corporate VC,0.031,37.88,3.34,low,72.86,75.37,https://funding.example.com/900097
FND-900098,2025-03-02T00:00:00,CMP-015,Windsurf,United States,North America,AI Agents,Growth Round,334.05,2997.04,Lightspeed,0.118,53.45,7.02,low,92.48,64.41,https://funding.example.com/900098
FND-900099,2025-03-05T00:00:00,CMP-015,Windsurf,United States,North America,Automation,Strategic Round,139.01,1672.97,Corporate VC,0.126,37.78,2.03,low,74.94,70.46,https://funding.example.com/900099
FND-900100,2025-04-09T00:00:00,CMP-015,Windsurf,United States,North America,Automation,Strategic Round,350.0,7704.55,Sequoia,0.05,35.2,6.04,low,72.36,75.9,https://funding.example.com/900100
FND-900101,2025-06-20T00:00:00,CMP-015,Windsurf,United States,North America,AI Agents,Growth Round,267.89,5575.39,Accel,0.112,49.5,5.89,low,91.84,69.72,https://funding.example.com/900101
FND-900102,2025-06-29T00:00:00,CMP-015,Windsurf,United States,North America,Developer Tools,Growth Round,212.11,4520.95,Sequoia,0.076,46.68,3.57,low,78.47,73.51,https://funding.example.com/900102
FND-900103,2025-07-24T00:00:00,CMP-015,Windsurf,United States,North America,Developer Tools,Tender Offer,245.16,2833.65,Sequoia,-0.02,49.38,3.36,low,82.91,76.74,https://funding.example.com/900103
FND-900104,2025-01-24T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Strategic Round,253.25,6819.19,Lightspeed,-0.114,65.47,2.6,low,91.76,69.33,https://funding.example.com/900104
FND-900105,2025-01-25T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Strategic Round,176.31,4795.05,General Catalyst,0.265,60.57,2.12,low,92.49,65.84,https://funding.example.com/900105
FND-900106,2025-05-01T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Tender Offer,146.8,3661.89,Coatue,0.296,74.47,2.0,low,88.72,75.41,https://funding.example.com/900106
FND-900107,2025-09-13T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Strategic Round,225.16,4815.91,Accel,0.168,66.58,2.34,low,84.85,69.3,https://funding.example.com/900107
FND-900108,2025-12-15T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Growth Round,148.17,1850.52,General Catalyst,0.427,65.6,2.0,low,92.17,72.64,https://funding.example.com/900108
FND-900109,2026-01-01T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Growth Round,80.0,2231.01,Sequoia,0.358,61.88,2.0,low,89.85,72.01,https://funding.example.com/900109
FND-900110,2026-04-12T00:00:00,CMP-016,Midjourney,United States,North America,Generative AI,Growth Round,163.32,4062.2,Corporate VC,0.136,67.8,2.0,low,88.07,69.62,https://funding.example.com/900110
FND-900111,2025-02-05T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,MLOps,Tender Offer,198.24,3682.71,Corporate VC,0.167,37.37,2.0,low,80.88,73.94,https://funding.example.com/900111
FND-900112,2025-06-20T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,MLOps,Growth Round,285.94,5920.62,Accel,0.28,34.68,4.48,low,78.67,65.0,https://funding.example.com/900112
FND-900113,2025-07-15T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,MLOps,Tender Offer,350.0,5535.08,Coatue,0.048,35.86,6.37,low,76.76,67.26,https://funding.example.com/900113
FND-900114,2025-09-28T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,MLOps,Growth Round,80.0,2010.59,Coatue,-0.224,28.45,2.0,low,74.06,64.48,https://funding.example.com/900114
FND-900115,2025-11-27T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,Generative AI,Growth Round,88.01,1587.13,SoftBank,0.192,64.77,2.0,low,92.93,76.4,https://funding.example.com/900115
FND-900116,2026-01-29T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,MLOps,Strategic Round,304.66,4568.55,SoftBank,0.14,38.7,4.81,low,78.55,76.76,https://funding.example.com/900116
FND-900117,2026-04-20T00:00:00,CMP-017,Stability AI,United Kingdom,Europe,Open Source AI,Strategic Round,204.89,3235.36,Corporate VC,0.232,40.54,3.71,low,92.67,68.43,https://funding.example.com/900117
FND-900118,2025-03-23T00:00:00,CMP-018,Mistral AI,France,Europe,LLM,Strategic Round,173.04,3328.21,SoftBank,0.219,70.38,2.0,low,92.83,74.52,https://funding.example.com/900118
FND-900119,2025-03-29T00:00:00,CMP-018,Mistral AI,France,Europe,LLM,Tender Offer,208.87,4987.13,Accel,0.335,70.41,2.24,low,92.98,74.68,https://funding.example.com/900119
FND-900120,2025-08-28T00:00:00,CMP-018,Mistral AI,France,Europe,Enterprise AI,Strategic Round,290.41,6003.5,General Catalyst,0.191,57.41,5.83,low,82.89,77.8,https://funding.example.com/900120
FND-900121,2025-10-21T00:00:00,CMP-018,Mistral AI,France,Europe,LLM,Growth Round,350.0,4578.63,General Catalyst,0.174,56.06,6.25,low,90.33,71.67,https://funding.example.com/900121
FND-900122,2025-12-12T00:00:00,CMP-018,Mistral AI,France,Europe,LLM,Strategic Round,350.0,3710.12,General Catalyst,0.289,68.6,3.69,low,88.89,71.64,https://funding.example.com/900122
FND-900123,2025-12-20T00:00:00,CMP-018,Mistral AI,France,Europe,Enterprise AI,Growth Round,280.07,2958.22,Coatue,0.393,56.34,5.13,low,83.65,73.33,https://funding.example.com/900123
FND-900124,2025-12-24T00:00:00,CMP-018,Mistral AI,France,Europe,LLM,Strategic Round,350.0,9119.3,Lightspeed,0.37,66.54,4.88,low,90.94,68.23,https://funding.example.com/900124
FND-900125,2025-04-18T00:00:00,CMP-019,CoreWeave,United States,North America,GPU Infrastructure,Follow-on Offering,672.98,7331.47,Coatue,0.087,33.38,4.57,low,89.63,65.82,https://funding.example.com/900125
FND-900126,2025-12-12T00:00:00,CMP-019,CoreWeave,United States,North America,Inference Optimization,Capex Program,527.06,9363.68,Corporate VC,0.182,39.42,3.15,low,88.39,52.4,https://funding.example.com/900126
FND-900127,2026-01-01T00:00:00,CMP-019,CoreWeave,United States,North America,Cloud Computing,Capex Program,522.3,11187.17,Sequoia,0.131,43.7,6.84,low,69.64,80.54,https://funding.example.com/900127
FND-900128,2026-01-24T00:00:00,CMP-019,CoreWeave,United States,North America,Cloud Computing,Follow-on Offering,204.85,4645.71,General Catalyst,0.012,43.71,2.0,low,73.38,87.99,https://funding.example.com/900128
FND-900129,2026-04-04T00:00:00,CMP-019,CoreWeave,United States,North America,Inference Optimization,Follow-on Offering,543.64,9809.83,General Catalyst,0.184,25.25,7.64,low,87.16,55.55,https://funding.example.com/900129
FND-900130,2026-04-06T00:00:00,CMP-019,CoreWeave,United States,North America,GPU Infrastructure,Strategic Investment,800.0,6790.78,Accel,0.189,43.37,5.55,low,86.52,54.24,https://funding.example.com/900130
FND-900131,2025-03-24T00:00:00,CMP-020,Figure,United States,North America,Semiconductors,Growth Round,166.19,2774.52,General Catalyst,0.072,42.92,2.49,low,88.83,73.76,https://funding.example.com/900131
FND-900132,2025-11-17T00:00:00,CMP-020,Figure,United States,North America,Robotics,Strategic Round,129.87,1878.89,Sequoia,0.221,28.71,2.0,low,82.48,50.94,https://funding.example.com/900132
FND-900133,2025-11-30T00:00:00,CMP-020,Figure,United States,North America,Robotics,Strategic Round,349.26,5772.84,SoftBank,0.203,31.53,4.16,low,87.24,50.42,https://funding.example.com/900133
FND-900134,2025-12-13T00:00:00,CMP-020,Figure,United States,North America,Robotics,Growth Round,114.51,2775.66,Lightspeed,0.028,34.92,2.53,low,89.81,50.32,https://funding.example.com/900134
FND-900135,2025-12-15T00:00:00,CMP-020,Figure,United States,North America,Semiconductors,Strategic Round,227.71,1958.36,Accel,0.17,49.61,3.26,low,86.47,73.73,https://funding.example.com/900135
FND-900136,2026-01-08T00:00:00,CMP-020,Figure,United States,North America,Robotics,Growth Round,312.08,3299.28,Sequoia,0.165,27.72,3.98,low,84.12,48.58,https://funding.example.com/900136
FND-900137,2026-01-14T00:00:00,CMP-020,Figure,United States,North America,Robotics,Growth Round,108.02,787.74,General Catalyst,0.468,30.68,2.0,low,87.96,55.85,https://funding.example.com/900137
