tweet_id,created_at,username,followers,tech_topic,sentiment,likes,retweets,content,company_id,company,country,region,trend_score,sentiment_score,funding_estimate_musd,hiring_activity_index,hashtags,popularity_growth_pct,volatility_metric,ai_summary,risk_indicator,innovation_score,adoption_score,source_reference
TWT-200010,2025-01-04T19:02:00,ml_49851,32440,AI Agents,positive,3251,1090,Anthropic keeps showing up in AI Agents discussions as teams focus on agent quality. #AIAgents #US #anthropic,CMP-002,Anthropic,United States,North America,45.28,0.389,178.66,51.31,#AIAgents|#US|#anthropic,-0.56,7.76,"Analysts note that ai agents usage patterns on Jan 04, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,90.55,68.72,https://x.example.com/CMP-002/200010
TWT-200011,2025-01-04T15:04:00,ml_33656,12468,AI Agents,positive,2342,901,Replit keeps showing up in AI Agents discussions as teams focus on agent quality. #AIAgents #JP #replit,CMP-014,Replit,Japan,Asia,39.08,0.256,184.64,63.05,#AIAgents|#JP|#replit,-7.12,11.64,"Analysts note that ai agents usage patterns on Jan 04, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.58,69.4,https://x.example.com/CMP-014/200011
TWT-200012,2025-01-05T19:16:00,model_95784,1063,AI Agents,neutral,2111,730,Anthropic keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #DE #anthropic,CMP-002,Anthropic,Germany,Europe,41.29,0.051,190.32,51.0,#AIAgents|#DE|#anthropic,-6.36,8.21,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",low,95.36,68.72,https://x.example.com/CMP-002/200012
TWT-200013,2025-01-05T11:57:00,secure_66136,5497,AI Agents,neutral,2463,589,Replit keeps showing up in AI Agents discussions as teams focus on agent quality. #AIAgents #SG #replit,CMP-014,Replit,Singapore,Asia,46.78,0.082,177.42,49.21,#AIAgents|#SG|#replit,-0.03,6.05,"Analysts note that ai agents usage patterns on Jan 05, 2025 reflect both hype and practical deployment pressure. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",low,90.32,66.45,https://x.example.com/CMP-014/200013
TWT-200014,2025-01-07T06:50:00,model_55384,5895,AI Agents,positive,3041,918,Scale AI keeps showing up in AI Agents discussions as teams focus on agent quality. #AIAgents #US #scaleai,CMP-009,Scale AI,United States,North America,52.67,0.212,177.56,58.36,#AIAgents|#US|#scaleai,16.64,15.19,"Analysts note that ai agents usage patterns on Jan 07, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.82,69.52,https://x.example.com/CMP-009/200014
TWT-200015,2025-01-07T04:06:00,secure_87929,9795,AI Agents,positive,2628,924,Scale AI keeps showing up in AI Agents discussions as teams focus on agent quality. #AIAgents #UK #scaleai,CMP-009,Scale AI,United Kingdom,Europe,49.53,0.375,164.53,51.65,#AIAgents|#UK|#scaleai,1.27,6.76,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,90.46,62.22,https://x.example.com/CMP-009/200015
TWT-200016,2025-01-07T09:10:00,infra_52700,12868,AI Agents,neutral,2690,902,Replit keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #UK #replit,CMP-014,Replit,United Kingdom,Europe,49.53,0.135,170.57,49.51,#AIAgents|#UK|#replit,1.27,6.76,"Replit teams are discussing how ai agents is moving from experimentation into production buying cycles. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",low,90.46,62.22,https://x.example.com/CMP-014/200016
TWT-200017,2025-01-07T13:16:00,data_89079,8838,AI Agents,positive,2889,725,OpenAI keeps showing up in AI Agents discussions as teams focus on cost-efficient deployment. #AIAgents #SG #openai,CMP-001,OpenAI,Singapore,Asia,49.48,0.302,172.91,57.0,#AIAgents|#SG|#openai,3.22,7.12,"Analysts note that ai agents usage patterns on Jan 07, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,91.23,72.73,https://x.example.com/CMP-001/200017
TWT-200018,2025-01-07T12:45:00,cloud_18356,2472,AI Agents,positive,2745,835,Scale AI keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #SG #scaleai,CMP-009,Scale AI,Singapore,Asia,49.48,0.44,198.8,53.38,#AIAgents|#SG|#scaleai,3.22,7.12,"Analysts note that ai agents usage patterns on Jan 07, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,91.23,72.73,https://x.example.com/CMP-009/200018
TWT-200019,2025-01-07T23:17:00,model_57512,2868,AI Agents,neutral,2791,849,OpenAI keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #AE #openai,CMP-001,OpenAI,United Arab Emirates,Middle East,45.45,0.036,175.34,43.94,#AIAgents|#AE|#openai,9.61,10.82,"OpenAI teams are discussing how ai agents is moving from experimentation into production buying cycles. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",moderate,94.25,62.45,https://x.example.com/CMP-001/200019
TWT-200020,2025-01-07T06:29:00,infra_56807,9416,AI Agents,positive,2486,556,Anthropic keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #FR #anthropic,CMP-002,Anthropic,France,Europe,44.39,0.44,175.45,60.53,#AIAgents|#FR|#anthropic,5.95,8.11,"Anthropic teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.31,65.71,https://x.example.com/CMP-002/200020
TWT-200021,2025-01-08T01:16:00,ml_75436,5654,AI Agents,positive,2685,399,Replit keeps showing up in AI Agents discussions as teams focus on developer adoption. #AIAgents #UK #replit,CMP-014,Replit,United Kingdom,Europe,46.95,0.495,179.01,43.83,#AIAgents|#UK|#replit,-5.2,11.51,"Replit teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,95.49,69.34,https://x.example.com/CMP-014/200021
TWT-200022,2025-01-08T21:17:00,data_64381,25083,AI Agents,neutral,2922,1135,LangChain keeps showing up in AI Agents discussions as teams focus on cost-efficient deployment. #AIAgents #JP #langchain,CMP-028,LangChain,Japan,Asia,43.36,-0.012,182.8,56.45,#AIAgents|#JP|#langchain,-0.38,7.86,"Analysts note that ai agents usage patterns on Jan 08, 2025 reflect both hype and practical deployment pressure. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",low,90.16,66.37,https://x.example.com/CMP-028/200022
TWT-200023,2025-01-08T18:41:00,cloud_18517,31251,AI Agents,neutral,2859,565,Windsurf keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #FR #windsurf,CMP-015,Windsurf,France,Europe,44.75,0.015,174.81,52.96,#AIAgents|#FR|#windsurf,0.8,6.9,"Analysts note that ai agents usage patterns on Jan 08, 2025 reflect both hype and practical deployment pressure. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",low,98.87,63.34,https://x.example.com/CMP-015/200023
TWT-200024,2025-01-08T00:51:00,ml_51000,8798,AI Agents,positive,2658,1091,Windsurf keeps showing up in AI Agents discussions as teams focus on agent quality. #AIAgents #FR #windsurf,CMP-015,Windsurf,France,Europe,44.75,0.568,159.2,55.39,#AIAgents|#FR|#windsurf,0.8,6.9,"Windsurf teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,98.87,63.34,https://x.example.com/CMP-015/200024
TWT-200025,2025-01-08T05:56:00,infra_93967,8357,AI Agents,positive,2366,830,LangChain keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #FR #langchain,CMP-028,LangChain,France,Europe,44.75,0.391,170.19,55.18,#AIAgents|#FR|#langchain,0.8,6.9,"Analysts note that ai agents usage patterns on Jan 08, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,98.87,63.34,https://x.example.com/CMP-028/200025
TWT-200026,2025-01-09T21:38:00,data_8793,34038,AI Agents,neutral,3480,721,OpenAI keeps showing up in AI Agents discussions as teams focus on cost-efficient deployment. #AIAgents #SG #openai,CMP-001,OpenAI,Singapore,Asia,49.81,0.098,178.57,53.09,#AIAgents|#SG|#openai,-0.01,7.11,"Analysts note that ai agents usage patterns on Jan 09, 2025 reflect both hype and practical deployment pressure. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",low,89.82,67.63,https://x.example.com/CMP-001/200026
TWT-200027,2025-01-09T11:05:00,founder_66292,9045,AI Agents,positive,2733,843,LangChain keeps showing up in AI Agents discussions as teams focus on developer adoption. #AIAgents #CN #langchain,CMP-028,LangChain,China,Asia,45.01,0.206,175.28,47.9,#AIAgents|#CN|#langchain,2.22,8.57,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,90.21,64.06,https://x.example.com/CMP-028/200027
TWT-200028,2025-01-09T06:47:00,founder_64251,15653,AI Agents,negative,2628,698,Anthropic keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #FR #anthropic,CMP-002,Anthropic,France,Europe,46.06,-0.449,167.48,43.26,#AIAgents|#FR|#anthropic,2.93,10.6,"Analysts note that ai agents usage patterns on Jan 09, 2025 reflect both hype and practical deployment pressure. Interest is still present, but reliability, cost, and security concerns are slowing near-term expansion for some teams.",moderate,90.34,62.01,https://x.example.com/CMP-002/200028
TWT-200029,2025-01-10T15:04:00,vector_53379,7799,AI Agents,neutral,2471,827,Replit keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #IN #replit,CMP-014,Replit,India,Asia,42.77,-0.102,167.04,56.71,#AIAgents|#IN|#replit,-5.62,7.6,"Analysts note that ai agents usage patterns on Jan 10, 2025 reflect both hype and practical deployment pressure. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",low,86.86,62.29,https://x.example.com/CMP-014/200029
TWT-200030,2025-01-10T14:57:00,data_52539,1630,AI Agents,positive,2514,726,LangChain keeps showing up in AI Agents discussions as teams focus on developer adoption. #AIAgents #DE #langchain,CMP-028,LangChain,Germany,Europe,41.92,0.518,162.71,54.19,#AIAgents|#DE|#langchain,-6.71,9.38,"Analysts note that ai agents usage patterns on Jan 10, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,94.17,67.53,https://x.example.com/CMP-028/200030
TWT-200031,2025-01-10T04:50:00,vector_72945,57909,AI Agents,positive,3263,1244,Cursor keeps showing up in AI Agents discussions as teams focus on developer adoption. #AIAgents #CN #cursor,CMP-013,Cursor,China,Asia,42.06,0.235,184.71,53.3,#AIAgents|#CN|#cursor,-6.57,9.11,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,96.3,68.32,https://x.example.com/CMP-013/200031
TWT-200032,2025-01-10T16:43:00,secure_49237,67736,AI Agents,positive,3914,994,LangChain keeps showing up in AI Agents discussions as teams focus on cost-efficient deployment. #AIAgents #FR #langchain,CMP-028,LangChain,France,Europe,43.48,0.546,168.58,47.16,#AIAgents|#FR|#langchain,-5.6,8.14,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.18,65.07,https://x.example.com/CMP-028/200032
TWT-200033,2025-01-11T15:00:00,model_56632,26333,AI Agents,neutral,2750,699,Windsurf keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #IN #windsurf,CMP-015,Windsurf,India,Asia,45.5,0.065,183.33,59.87,#AIAgents|#IN|#windsurf,6.38,12.84,"Analysts note that ai agents usage patterns on Jan 11, 2025 reflect both hype and practical deployment pressure. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",moderate,91.39,69.37,https://x.example.com/CMP-015/200033
TWT-200034,2025-01-13T18:39:00,founder_25475,26279,AI Agents,positive,3637,1129,LangChain keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #US #langchain,CMP-028,LangChain,United States,North America,55.14,0.311,164.31,50.83,#AIAgents|#US|#langchain,1.4,6.42,"Analysts note that ai agents usage patterns on Jan 13, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,91.69,68.86,https://x.example.com/CMP-028/200034
TWT-200035,2025-01-13T15:27:00,cloud_27842,4515,AI Agents,positive,3168,926,Windsurf keeps showing up in AI Agents discussions as teams focus on cost-efficient deployment. #AIAgents #DE #windsurf,CMP-015,Windsurf,Germany,Europe,49.97,0.223,195.91,56.37,#AIAgents|#DE|#windsurf,11.34,9.71,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,93.39,75.31,https://x.example.com/CMP-015/200035
TWT-200036,2025-01-13T07:52:00,founder_83721,22866,AI Agents,positive,2660,748,OpenAI keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #CA #openai,CMP-001,OpenAI,Canada,North America,49.0,0.29,180.09,61.25,#AIAgents|#CA|#openai,4.94,7.62,"Analysts note that ai agents usage patterns on Jan 13, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,89.77,67.45,https://x.example.com/CMP-001/200036
TWT-200037,2025-01-14T15:16:00,founder_70961,5765,AI Agents,negative,3199,1340,Cursor keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #US #cursor,CMP-013,Cursor,United States,North America,57.72,-0.237,169.73,54.49,#AIAgents|#US|#cursor,4.69,7.34,"Analysts note that ai agents usage patterns on Jan 14, 2025 reflect both hype and practical deployment pressure. Interest is still present, but reliability, cost, and security concerns are slowing near-term expansion for some teams.",low,96.82,70.87,https://x.example.com/CMP-013/200037
TWT-200038,2025-01-14T18:04:00,secure_59587,20883,AI Agents,positive,2978,797,Replit keeps showing up in AI Agents discussions as teams focus on cost-efficient deployment. #AIAgents #CA #replit,CMP-014,Replit,Canada,North America,50.33,0.369,167.78,45.36,#AIAgents|#CA|#replit,2.72,8.46,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.16,65.07,https://x.example.com/CMP-014/200038
TWT-200039,2025-01-14T06:42:00,model_87698,37046,AI Agents,positive,3189,782,Cursor keeps showing up in AI Agents discussions as teams focus on agent quality. #AIAgents #FR #cursor,CMP-013,Cursor,France,Europe,49.55,0.482,169.39,47.86,#AIAgents|#FR|#cursor,1.65,9.64,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,94.08,68.43,https://x.example.com/CMP-013/200039
TWT-200040,2025-01-15T18:31:00,gpu_26612,9764,AI Agents,positive,3867,1257,Scale AI keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #US #scaleai,CMP-009,Scale AI,United States,North America,59.28,0.343,173.37,56.21,#AIAgents|#US|#scaleai,2.71,6.9,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.9,68.17,https://x.example.com/CMP-009/200040
TWT-200041,2025-01-15T03:35:00,secure_98396,11241,AI Agents,neutral,3920,854,OpenAI keeps showing up in AI Agents discussions as teams focus on cost-efficient deployment. #AIAgents #US #openai,CMP-001,OpenAI,United States,North America,59.28,0.177,177.69,58.34,#AIAgents|#US|#openai,2.71,6.9,"Analysts note that ai agents usage patterns on Jan 15, 2025 reflect both hype and practical deployment pressure. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",low,93.9,68.17,https://x.example.com/CMP-001/200041
TWT-200042,2025-01-15T11:29:00,model_10455,3543,AI Agents,neutral,3228,562,Anthropic keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #SG #anthropic,CMP-002,Anthropic,Singapore,Asia,61.17,-0.04,192.51,53.0,#AIAgents|#SG|#anthropic,10.54,11.66,"Analysts note that ai agents usage patterns on Jan 15, 2025 reflect both hype and practical deployment pressure. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",moderate,98.63,70.65,https://x.example.com/CMP-002/200042
TWT-200043,2025-01-15T08:35:00,model_83110,5547,AI Agents,positive,3135,1011,LangChain keeps showing up in AI Agents discussions as teams focus on cost-efficient deployment. #AIAgents #AE #langchain,CMP-028,LangChain,United Arab Emirates,Middle East,53.61,0.954,175.7,54.6,#AIAgents|#AE|#langchain,7.35,9.15,"LangChain teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.36,67.48,https://x.example.com/CMP-028/200043
TWT-200044,2025-01-16T01:51:00,infra_84650,7328,AI Agents,positive,3664,1375,LangChain keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #US #langchain,CMP-028,LangChain,United States,North America,61.53,0.223,170.0,51.99,#AIAgents|#US|#langchain,3.79,9.84,"LangChain teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.14,65.51,https://x.example.com/CMP-028/200044
TWT-200045,2025-01-16T23:35:00,founder_51695,36081,AI Agents,positive,3713,634,Scale AI keeps showing up in AI Agents discussions as teams focus on developer adoption. #AIAgents #IN #scaleai,CMP-009,Scale AI,India,Asia,52.71,0.39,180.34,49.38,#AIAgents|#IN|#scaleai,-3.07,7.68,"Analysts note that ai agents usage patterns on Jan 16, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,88.78,67.1,https://x.example.com/CMP-009/200045
TWT-200046,2025-01-16T15:26:00,ml_32487,8667,AI Agents,positive,3583,1434,LangChain keeps showing up in AI Agents discussions as teams focus on developer adoption. #AIAgents #SG #langchain,CMP-028,LangChain,Singapore,Asia,59.39,0.565,189.37,58.83,#AIAgents|#SG|#langchain,-2.91,7.07,"LangChain teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.13,74.34,https://x.example.com/CMP-028/200046
TWT-200047,2025-01-16T08:20:00,data_70717,19052,AI Agents,positive,3204,1107,Cursor keeps showing up in AI Agents discussions as teams focus on developer adoption. #AIAgents #CN #cursor,CMP-013,Cursor,China,Asia,53.16,0.46,175.25,60.97,#AIAgents|#CN|#cursor,-4.23,7.12,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,96.22,68.64,https://x.example.com/CMP-013/200047
TWT-200048,2025-01-17T08:11:00,founder_24905,7970,AI Agents,neutral,3254,1107,Cursor keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #UK #cursor,CMP-013,Cursor,United Kingdom,Europe,60.34,0.144,167.23,56.57,#AIAgents|#UK|#cursor,5.76,8.25,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. The conversation is active, though buyers continue to separate pilot noise from repeatable production value.",low,95.41,68.04,https://x.example.com/CMP-013/200048
TWT-200049,2025-01-17T13:09:00,data_12988,40806,AI Agents,positive,3730,926,OpenAI keeps showing up in AI Agents discussions as teams focus on developer adoption. #AIAgents #DE #openai,CMP-001,OpenAI,Germany,Europe,56.93,0.87,182.12,52.87,#AIAgents|#DE|#openai,12.72,15.28,"OpenAI teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,96.01,70.24,https://x.example.com/CMP-001/200049
TWT-200050,2025-01-17T09:33:00,founder_4096,9137,AI Agents,positive,3495,941,Anthropic keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #CA #anthropic,CMP-002,Anthropic,Canada,North America,55.9,0.566,180.56,52.58,#AIAgents|#CA|#anthropic,5.82,11.91,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,94.64,67.83,https://x.example.com/CMP-002/200050
TWT-200051,2025-01-17T12:11:00,ml_43851,10870,AI Agents,positive,3754,1575,AgentForge keeps showing up in AI Agents discussions as teams focus on GPU capacity. #AIAgents #SG #agentforge,CMP-031,AgentForge,Singapore,Asia,58.87,0.259,174.1,52.85,#AIAgents|#SG|#agentforge,-0.88,7.58,"AgentForge teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,96.68,64.73,https://x.example.com/CMP-031/200051
TWT-200052,2025-01-17T02:01:00,vector_43159,13978,AI Agents,negative,2738,896,Scale AI keeps showing up in AI Agents discussions as teams focus on governance. #AIAgents #AE #scaleai,CMP-009,Scale AI,United Arab Emirates,Middle East,53.54,-0.412,186.53,58.52,#AIAgents|#AE|#scaleai,1.47,6.7,"Analysts note that ai agents usage patterns on Jan 17, 2025 reflect both hype and practical deployment pressure. Interest is still present, but reliability, cost, and security concerns are slowing near-term expansion for some teams.",low,94.94,67.89,https://x.example.com/CMP-009/200052
TWT-200053,2025-01-17T01:36:00,infra_74530,8266,AI Agents,positive,3350,1114,Cursor keeps showing up in AI Agents discussions as teams focus on agent quality. #AIAgents #FR #cursor,CMP-013,Cursor,France,Europe,56.44,0.549,180.79,49.82,#AIAgents|#FR|#cursor,3.79,12.44,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,95.9,68.3,https://x.example.com/CMP-013/200053
TWT-200054,2025-01-18T12:19:00,data_66622,1332,AI Agents,positive,3576,1073,Replit keeps showing up in AI Agents discussions as teams focus on developer adoption. #AIAgents #UK #replit,CMP-014,Replit,United Kingdom,Europe,60.84,0.203,166.89,55.76,#AIAgents|#UK|#replit,0.83,7.32,"Analysts note that ai agents usage patterns on Jan 18, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,97.87,66.42,https://x.example.com/CMP-014/200054
